Airport,DateTime,Type_METAR,Dewpoint_METAR (C),Temperature_METAR (C),Visibility_METAR (km),Ceiling_METAR (ft),Wind_speed_METAR (kt),Wind_direction_METAR (degrees),Weather_METAR ,Flight_category_METAR,Type_TAF,Visibility_TAF (km),Ceiling_TAF (ft),Wind_speed_TAF (kt),Wind_direction_TAF (ddegrees),Weather_TAF,Flight_category_TAF,Altitude (ft),Latitude (degrees),Longitude (degrees),Distance (km),Error_type,Koppen Climate Classification
KDTW,2024-10-16 12:00:00,METAR,0.6,3.3,10+,22000,6,320,None reported,VFR,TAF,6+,25000,10,320,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-16 06:00:00,METAR,1.1,4.4,10+,24000,9,320,None reported,VFR,TAF,6+,100000,5,320,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-16 00:00:00,METAR,0,7.2,10+,25000,5,320,None reported,VFR,TAF,6+,100000,8,300,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-15 18:00:00,METAR,'-0.6,10,10+,5500,14,350,None reported,VFR,TAF,6+,4000,13,350,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-15 12:00:00,METAR,1.7,3.9,10+,7000,5,330,None reported,VFR,TAF,6+,4000,5,350,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-15 06:00:00,METAR,2.8,5,10+,15000,4,350,None reported,VFR,TAF,6+,11000,6,360,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-15 00:00:00,METAR,2.8,8.3,10+,6500,9,360,None reported,VFR,TAF,6+,6000,7,360,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-14 18:00:00,METAR,1.1,12.2,10+,5000,8,360,None reported,VFR,TAF,6+,4500,10,350,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-14 12:00:00,METAR,5.6,6.7,5,2500,6,290,'-RA BR,MVFR,TAF,6+,4500,7,350,None reported,VFR,645,42.212444,'-83.353389,24.16,Fail to Detect - Type II (2) error,Dfa
KDTW,2024-10-14 06:00:00,METAR,7.8,8.9,10+,3100,9,300,None reported,VFR,TAF,6+,1800,10,280,'-SHRA,MVFR,645,42.212444,'-83.353389,24.16,False Alarm - Type I (1) error,Dfa
KDTW,2024-10-14 00:00:00,METAR,8.3,10,9,1200,4,40,'-RA,MVFR,TAF,6,1600,4,VRB,'-SHRA BR,MVFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-13 18:00:00,METAR,10,11.7,3,1300,8,360,'-RA BR,MVFR,TAF,6+,2200,9,30,None reported,MVFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-13 12:00:00,METAR,10,11.1,1.75,400,11,40,'-RA BR,IFR,TAF,5,500,8,40,'-DZ BR,MVFR,645,42.212444,'-83.353389,24.16,Fail to Detect - Type II (2) error,Dfa
KDTW,2024-10-13 06:00:00,METAR,8.9,10,10+,2000,5,100,None reported,MVFR,TAF,4,800,8,70,'-RA BR,MVFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-13 00:00:00,METAR,10,13.9,9,4000,7,10,'-TSRA,VFR,TAF,6+,7000,5,90,'-SHRA,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-12 18:00:00,METAR,8.3,17.2,10+,100000,6,100,None reported,VFR,TAF,6+,100000,9,70,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-12 12:00:00,METAR,7.8,11.7,10+,25000,7,20,None reported,VFR,TAF,6+,25000,8,30,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-12 06:00:00,METAR,8.3,17.8,10+,23000,4,310,None reported,VFR,TAF,6+,8000,10,360,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-12 00:00:00,METAR,7.8,21.1,10+,23000,9,230,None reported,VFR,TAF,6+,10000,9,240,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-11 18:00:00,METAR,7.8,23.3,10+,25000,12,210,None reported,VFR,TAF,6+,25000,13,230,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-11 12:00:00,METAR,3.9,6.7,9,23000,5,190,None reported,VFR,TAF,6+,100000,4,200,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-11 06:00:00,METAR,4.4,7.8,10+,100000,6,230,None reported,VFR,TAF,6+,100000,5,200,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-11 00:00:00,METAR,5,13.3,10+,100000,5,VRB,None reported,VFR,TAF,6+,100000,5,200,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-10 18:00:00,METAR,3.9,16.7,10+,100000,4,VRB,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-10 12:00:00,METAR,2.2,4.4,9,100000,3,320,None reported,VFR,TAF,6+,100000,4,20,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-10 06:00:00,METAR,3.9,8.3,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,20,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-10 00:00:00,METAR,1.7,13.3,10+,100000,4,10,None reported,VFR,TAF,6+,100000,4,20,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-09 18:00:00,METAR,2.8,16.7,10+,100000,7,310,None reported,VFR,TAF,6+,100000,13,320,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-09 12:00:00,METAR,2.2,5.6,10+,100000,4,270,None reported,VFR,TAF,6+,100000,5,320,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-09 06:00:00,METAR,2.8,10,10+,100000,7,330,None reported,VFR,TAF,6+,100000,5,320,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-09 00:00:00,METAR,1.1,16.7,10+,100000,7,300,None reported,VFR,TAF,6+,100000,6,310,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-08 18:00:00,METAR,2.8,20,10+,100000,10,290,None reported,VFR,TAF,6+,100000,10,300,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-08 12:00:00,METAR,3.9,8.3,10+,20000,3,290,None reported,VFR,TAF,6+,100000,6,290,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-08 06:00:00,METAR,2.8,8.9,10+,100000,4,290,None reported,VFR,TAF,6+,100000,5,290,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-08 00:00:00,METAR,0.6,15,10+,100000,4,280,None reported,VFR,TAF,6+,100000,5,290,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-07 18:00:00,METAR,3.3,18.3,10+,100000,11,340,None reported,VFR,TAF,6+,100000,10,300,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-07 12:00:00,METAR,5,12.2,10+,4500,7,310,None reported,VFR,TAF,6+,4500,8,310,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-07 06:00:00,METAR,3.9,13.9,10+,4800,12,310,None reported,VFR,TAF,6+,4000,12,310,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-07 00:00:00,METAR,6.1,18.3,9,100000,12,310,None reported,VFR,TAF,6+,100000,12,250,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-06 18:00:00,METAR,7.2,25,10+,100000,19,270,None reported,VFR,TAF,6+,100000,18,270,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-06 12:00:00,METAR,12.8,17.8,10+,100000,10,200,None reported,VFR,TAF,6+,6000,15,230,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-06 06:00:00,METAR,12.2,17.2,10+,100000,9,180,None reported,VFR,TAF,6+,100000,13,160,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-06 00:00:00,METAR,6.7,16.1,10+,100000,4,110,None reported,VFR,TAF,6+,100000,7,120,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-05 18:00:00,METAR,4.4,20.6,10+,100000,9,120,None reported,VFR,TAF,6+,100000,13,120,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-05 12:00:00,METAR,8.9,10,6,100000,0,0,MIFG BR,VFR,TAF,6+,100000,5,50,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-05 06:00:00,METAR,10.6,12.2,10+,100000,0,0,None reported,VFR,TAF,6+,100000,5,10,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-05 00:00:00,METAR,7.8,17.2,10+,100000,4,30,None reported,VFR,TAF,6+,100000,5,20,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-04 18:00:00,METAR,12.8,21.7,10+,20000,6,360,None reported,VFR,TAF,6+,20000,8,360,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-04 12:00:00,METAR,10,12.8,10+,25000,6,340,None reported,VFR,TAF,6+,100000,4,310,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-04 06:00:00,METAR,12.2,13.3,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,270,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-04 00:00:00,METAR,11.7,19.4,10+,23000,0,0,None reported,VFR,TAF,6+,100000,5,160,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-03 18:00:00,METAR,7.2,23.9,10+,25000,8,270,None reported,VFR,TAF,6+,100000,8,220,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-03 12:00:00,METAR,7.2,9.4,9,100000,5,210,None reported,VFR,TAF,6+,100000,5,210,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-03 06:00:00,METAR,8.3,11.7,10+,100000,3,240,None reported,VFR,TAF,6+,100000,7,210,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-03 00:00:00,METAR,6.7,15.6,10+,100000,4,130,None reported,VFR,TAF,6+,100000,5,160,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-02 18:00:00,METAR,5.6,17.8,10+,100000,4,200,None reported,VFR,TAF,6+,100000,6,230,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-02 12:00:00,METAR,7.8,9.4,10+,23000,0,0,None reported,VFR,TAF,6+,25000,5,320,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-02 06:00:00,METAR,9.4,11.1,10+,100000,6,300,None reported,VFR,TAF,6+,15000,5,340,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-02 00:00:00,METAR,10,14.4,10+,6500,10,350,None reported,VFR,TAF,6+,5000,12,360,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-01 18:00:00,METAR,17.8,23.9,10+,6000,5,240,None reported,VFR,TAF,6+,4000,10,260,VCSH,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-01 12:00:00,METAR,17.2,18.3,6,4000,0,0,BR,VFR,TAF,5,3500,3,VRB,BR,MVFR,645,42.212444,'-83.353389,24.16,False Alarm - Type I (1) error,Dfa
KDTW,2024-10-01 06:00:00,METAR,16.1,16.7,8,2000,0,0,None reported,MVFR,TAF,5,100000,9,60,BR,MVFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-10-01 00:00:00,METAR,17.2,21.1,10+,2500,0,0,None reported,MVFR,TAF,6+,4500,9,60,None reported,VFR,645,42.212444,'-83.353389,24.16,Fail to Detect - Type II (2) error,Dfa
KDTW,2024-09-30 18:00:00,METAR,17.2,21.1,9,1400,7,10,None reported,MVFR,TAF,6+,2500,7,70,None reported,MVFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-30 12:00:00,METAR,16.7,17.8,3,500,5,10,BR,MVFR,TAF,6+,800,6,40,None reported,IFR,645,42.212444,'-83.353389,24.16,False Alarm - Type I (1) error,Dfa
KDTW,2024-09-30 06:00:00,METAR,15,17.2,10+,100000,5,30,None reported,VFR,TAF,6+,2500,6,50,None reported,MVFR,645,42.212444,'-83.353389,24.16,False Alarm - Type I (1) error,Dfa
KDTW,2024-09-30 00:00:00,METAR,16.7,20.6,9,3000,8,30,None reported,MVFR,TAF,6+,2500,6,50,None reported,MVFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-29 18:00:00,METAR,18.9,19.4,0.75,800,9,40,'-RA BR,IFR,TAF,6+,1600,10,50,None reported,MVFR,645,42.212444,'-83.353389,24.16,Fail to Detect - Type II (2) error,Dfa
KDTW,2024-09-29 12:00:00,METAR,17.8,18.9,1.5,400,6,40,BR,IFR,TAF,4,600,8,50,BR,MVFR,645,42.212444,'-83.353389,24.16,Fail to Detect - Type II (2) error,Dfa
KDTW,2024-09-29 06:00:00,METAR,18.9,20,5,700,6,50,BR,MVFR,TAF,4,800,6,50,BR,MVFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-29 00:00:00,METAR,18.9,20,2,800,8,30,'-DZ,IFR,TAF,3,1500,10,50,'-SHRA BR,MVFR,645,42.212444,'-83.353389,24.16,Fail to Detect - Type II (2) error,Dfa
KDTW,2024-09-28 18:00:00,METAR,18.9,19.4,2,900,10,50,'-RA BR,IFR,TAF,2,1500,8,50,SHRA BR,MVFR,645,42.212444,'-83.353389,24.16,Fail to Detect - Type II (2) error,Dfa
KDTW,2024-09-28 12:00:00,METAR,16.7,19.4,10+,1500,7,40,None reported,MVFR,TAF,6+,2500,10,50,VCSH,MVFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-28 06:00:00,METAR,13.9,18.9,10+,3500,12,50,None reported,VFR,TAF,6+,3500,15,60,'-SHRA,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-28 00:00:00,METAR,11.7,22.2,10+,6000,13,50,None reported,VFR,TAF,6+,3500,15,50,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-27 18:00:00,METAR,10.6,22.8,10+,25000,20,60,None reported,VFR,TAF,6+,25000,15,60,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-27 12:00:00,METAR,13.3,17.2,10+,25000,8,40,None reported,VFR,TAF,6+,25000,9,30,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-27 06:00:00,METAR,13.9,16.7,10+,22000,6,30,None reported,VFR,TAF,6+,25000,4,30,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-27 00:00:00,METAR,13.9,19.4,10+,21000,3,90,None reported,VFR,TAF,6+,25000,4,30,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-26 18:00:00,METAR,12.8,21.1,10+,22000,7,40,None reported,VFR,TAF,6+,25000,8,50,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-26 12:00:00,METAR,12.8,16.1,10+,20000,5,20,None reported,VFR,TAF,6+,25000,5,20,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-26 06:00:00,METAR,15,17.8,10+,25000,0,0,None reported,VFR,TAF,6+,25000,5,20,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-26 00:00:00,METAR,15,21.7,10+,4000,4,320,None reported,VFR,TAF,6+,8000,5,300,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-25 18:00:00,METAR,15,23.9,10+,4000,4,VRB,None reported,VFR,TAF,6+,3500,10,270,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-25 12:00:00,METAR,16.1,17.8,10+,2500,9,220,None reported,MVFR,TAF,6+,2200,6,210,None reported,MVFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-25 06:00:00,METAR,16.7,17.8,10+,1000,7,210,None reported,MVFR,TAF,6+,3500,7,160,None reported,VFR,645,42.212444,'-83.353389,24.16,Fail to Detect - Type II (2) error,Dfa
KDTW,2024-09-25 00:00:00,METAR,19.4,21.1,9,3500,5,90,None reported,VFR,TAF,6+,1200,7,90,'-SHRA,MVFR,645,42.212444,'-83.353389,24.16,False Alarm - Type I (1) error,Dfa
KDTW,2024-09-24 18:00:00,METAR,18.3,19.4,3,600,5,90,BR,MVFR,TAF,6+,900,6,130,None reported,IFR,645,42.212444,'-83.353389,24.16,False Alarm - Type I (1) error,Dfa
KDTW,2024-09-24 12:00:00,METAR,15,16.7,10+,700,5,30,None reported,IFR,TAF,6+,700,4,50,None reported,IFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-24 06:00:00,METAR,13.3,16.7,10+,12000,5,20,None reported,VFR,TAF,6,2500,6,40,BR,MVFR,645,42.212444,'-83.353389,24.16,False Alarm - Type I (1) error,Dfa
KDTW,2024-09-24 00:00:00,METAR,15,18.9,10+,2500,8,10,None reported,MVFR,TAF,6+,4000,8,20,None reported,VFR,645,42.212444,'-83.353389,24.16,Fail to Detect - Type II (2) error,Dfa
KDTW,2024-09-23 18:00:00,METAR,15.6,21.1,10+,3000,6,10,None reported,MVFR,TAF,6+,4000,10,360,None reported,VFR,645,42.212444,'-83.353389,24.16,Fail to Detect - Type II (2) error,Dfa
KDTW,2024-09-23 12:00:00,METAR,14.4,16.1,10+,1000,12,330,None reported,MVFR,TAF,6,1200,9,310,BR,MVFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-23 06:00:00,METAR,17.2,18.9,10+,1500,8,280,None reported,MVFR,TAF,5,900,3,260,BR,MVFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-23 00:00:00,METAR,18.9,20,8,6000,4,170,'-RA,VFR,TAF,6+,5000,5,240,'-RA,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-19 18:00:00,METAR,17.8,26.7,10+,4500,6,150,None reported,VFR,TAF,6+,100000,6,120,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-19 11:59:00,METAR,16.1,17.2,2.5,300,5,30,BR,IFR,TAF,5,800,5,30,BR,MVFR,645,42.212444,'-83.353389,24.16,Fail to Detect - Type II (2) error,Dfa
KDTW,2024-09-19 06:00:00,METAR,15.6,17.8,8,100000,3,20,None reported,VFR,TAF,6+,100000,5,70,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-19 00:00:00,METAR,17.8,22.8,10+,100000,4,180,None reported,VFR,TAF,6+,100000,5,70,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-18 18:00:00,METAR,17.2,26.7,10+,100000,7,130,None reported,VFR,TAF,6+,100000,8,120,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-18 12:00:00,METAR,16.1,17.2,6,100000,3,20,BR,VFR,TAF,6+,100000,5,70,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-18 06:00:00,METAR,14.4,18.3,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,80,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-18 00:00:00,METAR,14.4,22.2,10+,100000,4,100,None reported,VFR,TAF,6+,100000,3,80,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-17 18:00:00,METAR,13.9,25.6,10+,100000,5,50,None reported,VFR,TAF,6+,100000,7,100,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-17 12:00:00,METAR,12.8,14.4,7,100000,4,20,None reported,VFR,TAF,6+,100000,5,30,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-17 06:00:00,METAR,13.9,17.8,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,80,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-17 00:00:00,METAR,11.7,22.8,10+,100000,4,100,None reported,VFR,TAF,6+,100000,4,80,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-16 18:00:00,METAR,12.8,27.2,10+,100000,8,130,None reported,VFR,TAF,6+,100000,7,130,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-16 12:00:00,METAR,13.9,15.6,6,100000,3,20,BR,VFR,TAF,6+,100000,2,80,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-16 06:00:00,METAR,15,17.8,10+,100000,3,20,None reported,VFR,TAF,6+,100000,2,100,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-16 00:00:00,METAR,11.7,23.9,10+,100000,3,90,None reported,VFR,TAF,6+,100000,8,150,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-15 18:00:00,METAR,14.4,27.2,10+,100000,7,130,None reported,VFR,TAF,6+,100000,8,150,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-15 12:00:00,METAR,15.6,17.8,9,100000,3,20,MIFG,VFR,TAF,6+,100000,4,90,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-15 06:00:00,METAR,15.6,19.4,10+,100000,3,70,None reported,VFR,TAF,6+,100000,4,90,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-15 00:00:00,METAR,15,23.3,10+,100000,5,100,None reported,VFR,TAF,6+,100000,4,90,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-14 18:00:00,METAR,16.1,26.7,10+,25000,8,110,None reported,VFR,TAF,6+,100000,10,60,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-14 12:00:00,METAR,15.6,17.2,5,100000,4,20,BR,MVFR,TAF,5,100000,5,50,BR,MVFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-14 06:00:00,METAR,15.6,19.4,10+,100000,3,90,None reported,VFR,TAF,6+,100000,5,70,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-14 00:00:00,METAR,12.8,23.3,10+,100000,9,90,None reported,VFR,TAF,6+,100000,5,70,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-13 18:00:00,METAR,16.1,26.7,10+,100000,6,VRB,None reported,VFR,TAF,6+,100000,9,110,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-13 12:00:00,METAR,16.1,17.8,5,100000,3,60,BR,MVFR,TAF,4,100000,5,60,BR,MVFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-13 06:00:00,METAR,15.6,19.4,10+,100000,4,60,None reported,VFR,TAF,6+,100000,3,90,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-13 00:00:00,METAR,15.6,24.4,10+,100000,3,100,None reported,VFR,TAF,6+,100000,3,90,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-12 18:00:00,METAR,15.6,28.3,10+,100000,3,VRB,None reported,VFR,TAF,6+,100000,8,90,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-12 12:00:00,METAR,15,16.1,4,25000,4,30,BR,MVFR,TAF,6+,100000,5,90,None reported,VFR,645,42.212444,'-83.353389,24.16,Fail to Detect - Type II (2) error,Dfa
KDTW,2024-09-12 06:00:00,METAR,15,17.2,9,100000,0,0,None reported,VFR,TAF,6+,100000,3,110,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-12 00:00:00,METAR,14.4,22.8,10+,100000,3,120,None reported,VFR,TAF,6+,100000,3,110,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-11 18:00:00,METAR,14.4,27.8,10+,100000,3,290,None reported,VFR,TAF,6+,25000,6,170,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-11 11:58:00,METAR,15.6,15.6,2,100000,0,0,BR,IFR,TAF,1,400,0,0,BR,IFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-11 06:00:00,METAR,16.7,17.8,7,100000,0,0,None reported,VFR,TAF,6+,100000,3,140,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-11 00:00:00,METAR,13.9,22.2,10+,100000,5,150,None reported,VFR,TAF,6+,100000,3,140,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-10 18:00:00,METAR,12.2,25,10+,22000,0,0,None reported,VFR,TAF,6+,100000,4,230,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-10 12:00:00,METAR,15,15.6,1.25,400,0,0,BR,IFR,TAF,1,600,3,VRB,BR,IFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
KDTW,2024-09-10 06:00:00,METAR,15,16.7,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,20,None reported,VFR,645,42.212444,'-83.353389,24.16,Correct - No error (0),Dfa
